platform,row.complexity,n.rows,time.in.ns,memory.usage.in.mb,date.test.performed
isa4J,real_world,25000,1492108449,0.48996184593023256,2020-07-26T20:57:59.721120
isa4J,real_world,25000,1491507594,0.48996184593023256,2020-07-26T20:59:05.732838
isa4J,real_world,25000,1545228489,0.48996184593023256,2020-07-26T21:00:11.921545
isa4J,real_world,25000,1520692231,0.48996184593023256,2020-07-26T21:01:17.886605
isa4J,real_world,25000,1553072620,0.48996184593023256,2020-07-26T21:02:24.483427
isa4J,real_world,25000,1558457739,0.48996184593023256,2020-07-26T21:03:30.740522
isa4J,real_world,25000,1566328659,0.48996184593023256,2020-07-26T21:04:37.349936
isa4J,real_world,25000,1549368048,0.48996184593023256,2020-07-26T21:05:43.864754
isa4J,real_world,25000,1575330776,0.48996184593023256,2020-07-26T21:06:51.039439
isa4J,real_world,25000,1559546343,0.48996184593023256,2020-07-26T21:07:57.302700
isa4J,real_world,25000,1530615569,0.48996184593023256,2020-07-26T21:09:03.816648
isa4J,real_world,25000,1630025675,0.48996184593023256,2020-07-26T21:10:07.675764
isa4J,real_world,25000,1558176426,0.48996184593023256,2020-07-26T21:11:13.689198
isa4J,real_world,50000,3129183683,0.03987359842192691,2020-07-27T06:41:13.470745
isa4J,real_world,50000,2924050204,0.43489150747508304,2020-07-27T06:42:15.725328
isa4J,real_world,50000,2940771576,0.43547549833887045,2020-07-27T06:43:19.459472
isa4J,real_world,50000,2952000917,0.43547549833887045,2020-07-27T06:44:22.239080
isa4J,real_world,50000,2983448389,0.43547549833887045,2020-07-27T06:45:25.407269
isa4J,real_world,50000,2881069763,0.43547549833887045,2020-07-27T06:46:27.459959
isa4J,real_world,50000,2808150397,0.43547549833887045,2020-07-27T06:47:28.584639
isa4J,real_world,50000,2767640030,0.43567665074750833,2020-07-27T06:48:30.727241
isa4J,real_world,50000,2849573345,0.43567665074750833,2020-07-27T06:49:31.377017
isa4J,real_world,50000,2811710909,0.43567665074750833,2020-07-27T06:50:31.986256
isa4J,real_world,50000,2803991415,0.43567665074750833,2020-07-27T06:51:33.690351
isa4J,real_world,50000,2817233147,0.43567665074750833,2020-07-27T06:52:33.741932
isa4J,real_world,50000,2823687350,0.4360984219269103,2020-07-27T06:53:34.397357
isa4J,real_world,50000,3026766381,0.4361503322259136,2020-07-27T06:54:35.731609
isa4J,real_world,50000,2867248911,0.4362217088870432,2020-07-27T06:55:36.118992
isa4J,real_world,100000,5208986212,0.4362736191860465,2020-07-27T06:56:46.556290
isa4J,real_world,100000,5016954985,0.4362736191860465,2020-07-27T06:57:56.986919
isa4J,real_world,100000,5077063964,0.4362736191860465,2020-07-27T06:59:07.542492
isa4J,real_world,100000,5093808982,0.4363709509966777,2020-07-27T07:00:18.154704
isa4J,real_world,100000,5052001075,0.4365137043189369,2020-07-27T07:01:31.710857
isa4J,real_world,100000,5121292965,0.4366889015780731,2020-07-27T07:02:45.795055
isa4J,real_world,100000,5118130722,0.43679272217607973,2020-07-27T07:03:59.705252
isa4J,real_world,100000,5125666673,0.43679272217607973,2020-07-27T07:05:13.327979
isa4J,real_world,100000,5094513566,0.43679272217607973,2020-07-27T07:06:27.314436
isa4J,real_world,100000,5115031191,0.43679272217607973,2020-07-27T07:07:42.310076
isa4J,real_world,100000,5064853133,0.437156094269103,2020-07-27T07:08:56.830944
isa4J,real_world,100000,5057658649,0.437156094269103,2020-07-27T07:10:10.016701
isa4J,real_world,100000,5421847372,0.43772710755813954,2020-07-27T07:11:24.806829
isa4J,real_world,100000,4949521555,0.43772710755813954,2020-07-27T07:12:38.955593
isa4J,real_world,100000,4999891386,0.43777901785714285,2020-07-27T07:13:53.610978
isa4J,real_world,250000,11222826701,0.43778550664451826,2020-07-27T07:15:27.355562
isa4J,real_world,250000,11184962594,0.4378374169435216,2020-07-27T07:17:04.544980
isa4J,real_world,250000,11328997978,0.4378374169435216,2020-07-27T07:18:39.432180
isa4J,real_world,250000,11447756414,0.4378374169435216,2020-07-27T07:20:15.967587
isa4J,real_world,250000,11565211496,0.4378828384551495,2020-07-27T07:21:50.268995
isa4J,real_world,250000,11336620562,0.4378828384551495,2020-07-27T07:23:25.488708
isa4J,real_world,250000,11458460723,0.4378828384551495,2020-07-27T07:25:02.288353
isa4J,real_world,250000,11460901214,0.4379542151162791,2020-07-27T07:26:36.668650
isa4J,real_world,250000,11431207154,0.4379542151162791,2020-07-27T07:28:13.100823
isa4J,real_world,250000,11318487785,0.4382786544850498,2020-07-27T07:29:50.289950
isa4J,real_world,250000,11327680833,0.4382786544850498,2020-07-27T07:31:27.284296
isa4J,real_world,250000,11294593689,0.4382786544850498,2020-07-27T07:33:04.192293
isa4J,real_world,250000,11248187562,0.4383240759966777,2020-07-27T07:34:40.619101
isa4J,real_world,250000,11360899805,0.4383240759966777,2020-07-27T07:36:18.220984
isa4J,real_world,250000,11408120255,0.4383240759966777,2020-07-27T07:37:53.552944
isa4J,real_world,500000,22090991819,0.4383240759966777,2020-07-27T07:39:53.150908
isa4J,real_world,500000,21512421001,0.4383240759966777,2020-07-27T07:41:54.597788
isa4J,real_world,500000,22047403422,0.4383240759966777,2020-07-27T07:43:54.903789
isa4J,real_world,500000,21694747235,0.4383240759966777,2020-07-27T07:45:55.961102
isa4J,real_world,500000,21963226081,0.4383240759966777,2020-07-27T07:47:54.861689
isa4J,real_world,500000,21555974975,0.43841491901993357,2020-07-27T07:49:53.305293
isa4J,real_world,500000,21534561675,0.43841491901993357,2020-07-27T07:51:51.428941
isa4J,real_world,500000,21529120296,0.43860958264119604,2020-07-27T07:53:49.637588
isa4J,real_world,500000,21630675123,0.43860958264119604,2020-07-27T07:55:48.492292
isa4J,real_world,500000,21398727749,0.43860958264119604,2020-07-27T07:57:50.139541
isa4J,real_world,500000,22322692907,0.43860958264119604,2020-07-27T07:59:53.006141
isa4J,real_world,500000,22204727180,0.43860958264119604,2020-07-27T08:01:55.772928
isa4J,real_world,500000,22036253200,0.43866149294019935,2020-07-27T08:03:55.923834
isa4J,real_world,500000,21781644046,0.43866149294019935,2020-07-27T08:05:57.596570
isa4J,real_world,500000,21458278369,0.43866149294019935,2020-07-27T08:07:54.299730
isa4J,real_world,1000000,42647522096,0.43866149294019935,2020-07-27T08:10:51.021293
isa4J,real_world,1000000,42925688967,0.43866149294019935,2020-07-27T08:13:48.497187
isa4J,real_world,1000000,43247392888,0.43870042566445183,2020-07-27T08:16:45.570055
isa4J,real_world,1000000,43113134811,0.4390962416943522,2020-07-27T08:19:42.559900
isa4J,real_world,1000000,43103016818,0.4390962416943522,2020-07-27T08:22:40.389378
isa4J,real_world,1000000,42788667269,0.439719165282392,2020-07-27T08:25:33.164545
isa4J,real_world,1000000,42227605194,0.439719165282392,2020-07-27T08:28:25.903952
isa4J,real_world,1000000,42016556829,0.439719165282392,2020-07-27T08:31:20.476155
isa4J,real_world,1000000,42024204625,0.439719165282392,2020-07-27T08:34:12.726595
isa4J,real_world,1000000,42103347570,0.43977107558139533,2020-07-27T08:37:09.071995
isa4J,real_world,1000000,41959755493,0.43977107558139533,2020-07-27T08:40:04.981403
isa4J,real_world,1000000,43260095051,0.43977107558139533,2020-07-27T08:42:59.212295
isa4J,real_world,1000000,43216550296,0.43977107558139533,2020-07-27T08:45:55.184573
isa4J,real_world,1000000,42901457520,0.4399268064784053,2020-07-27T08:48:54.352678
isa4J,real_world,1000000,42414558240,0.4399268064784053,2020-07-27T08:51:51.136317
isatools,minimal,1,99765582,-1,2020-07-27 14:44:20.657270
isatools,minimal,1,94866712,-1,2020-07-27 14:44:20.788415
isatools,minimal,1,95292249,-1,2020-07-27 14:44:20.919334
isatools,minimal,1,157487607,-1,2020-07-27 14:44:21.139934
isatools,minimal,1,121478320,-1,2020-07-27 14:44:21.304435
isatools,minimal,3,133298115,-1,2020-07-27 14:44:21.480075
isatools,minimal,3,133176501,-1,2020-07-27 14:44:21.655577
isatools,minimal,3,133150389,-1,2020-07-27 14:44:21.830925
isatools,minimal,3,132923108,-1,2020-07-27 14:44:22.006218
isatools,minimal,3,133050136,-1,2020-07-27 14:44:22.182119
isatools,minimal,5,142847802,-1,2020-07-27 14:44:22.367395
isatools,minimal,5,142499809,-1,2020-07-27 14:44:22.552156
isatools,minimal,5,142721960,-1,2020-07-27 14:44:22.737569
isatools,minimal,5,142718918,-1,2020-07-27 14:44:22.922919
isatools,minimal,5,119587802,-1,2020-07-27 14:44:23.084834
isatools,minimal,10,128704996,-1,2020-07-27 14:44:23.249203
isatools,minimal,10,129324631,-1,2020-07-27 14:44:23.414038
isatools,minimal,10,129275429,-1,2020-07-27 14:44:23.579176
isatools,minimal,10,129245823,-1,2020-07-27 14:44:23.744121
isatools,minimal,10,129482591,-1,2020-07-27 14:44:23.909713
isatools,minimal,25,185092413,-1,2020-07-27 14:44:24.130696
isatools,minimal,25,183320970,-1,2020-07-27 14:44:24.350148
isatools,minimal,25,184448332,-1,2020-07-27 14:44:24.570262
isatools,minimal,25,183469870,-1,2020-07-27 14:44:24.790955
isatools,minimal,25,181842449,-1,2020-07-27 14:44:25.009230
isatools,minimal,50,278894436,-1,2020-07-27 14:44:25.324404
isatools,minimal,50,272490091,-1,2020-07-27 14:44:25.647435
isatools,minimal,50,273179859,-1,2020-07-27 14:44:25.957022
isatools,minimal,50,272151066,-1,2020-07-27 14:44:26.265613
isatools,minimal,50,272793280,-1,2020-07-27 14:44:26.575303
isatools,minimal,100,454655708,-1,2020-07-27 14:44:27.066813
isatools,minimal,100,561986260,-1,2020-07-27 14:44:27.666440
isatools,minimal,100,453991412,-1,2020-07-27 14:44:28.157974
isatools,minimal,100,453380961,-1,2020-07-27 14:44:28.648498
isatools,minimal,100,453717130,-1,2020-07-27 14:44:29.139586
isatools,minimal,250,995641763,-1,2020-07-27 14:44:30.173196
isatools,minimal,250,994606705,-1,2020-07-27 14:44:31.206080
isatools,minimal,250,1001898259,-1,2020-07-27 14:44:32.251248
isatools,minimal,250,1037340275,-1,2020-07-27 14:44:33.329472
isatools,minimal,250,997495266,-1,2020-07-27 14:44:34.366241
isatools,minimal,500,1886074298,-1,2020-07-27 14:44:36.304081
isatools,minimal,500,1886577994,-1,2020-07-27 14:44:38.230739
isatools,minimal,500,1894789080,-1,2020-07-27 14:44:40.165815
isatools,minimal,500,1891079254,-1,2020-07-27 14:44:42.101248
isatools,minimal,500,1883382977,-1,2020-07-27 14:44:44.025274
isatools,minimal,1000,3688784348,-1,2020-07-27 14:44:47.754847
isatools,minimal,1000,3695489302,-1,2020-07-27 14:44:51.492305
isatools,minimal,1000,3734055316,-1,2020-07-27 14:44:55.282765
isatools,minimal,1000,3704219397,-1,2020-07-27 14:44:59.028198
isatools,minimal,1000,3715923749,-1,2020-07-27 14:45:02.785581
isatools,minimal,2500,9289496414,-1,2020-07-27 14:45:12.121468
isatools,minimal,2500,9308877556,-1,2020-07-27 14:45:21.484085
isatools,minimal,2500,9228827781,-1,2020-07-27 14:45:30.758813
isatools,minimal,2500,9277512866,-1,2020-07-27 14:45:40.083065
isatools,minimal,2500,9277749027,-1,2020-07-27 14:45:49.406559
isatools,minimal,5000,18347823376,-1,2020-07-27 14:46:07.806123
isatools,minimal,5000,18283933116,-1,2020-07-27 14:46:26.148667
isatools,minimal,5000,18285389994,-1,2020-07-27 14:46:44.485614
isatools,minimal,5000,18252075090,-1,2020-07-27 14:47:02.797131
isatools,minimal,5000,18318767508,-1,2020-07-27 14:47:21.211633
isatools,minimal,10000,36848615892,-1,2020-07-27 14:47:58.153478
isatools,minimal,10000,36773509617,-1,2020-07-27 14:48:35.003570
isatools,minimal,10000,36910854892,-1,2020-07-27 14:49:11.991971
isatools,minimal,10000,36643632945,-1,2020-07-27 14:49:48.722553
isatools,minimal,10000,36700274626,-1,2020-07-27 14:50:25.491202
isatools,minimal,25000,91533933459,-1,2020-07-27 14:51:57.136005
isatools,minimal,25000,90885888094,-1,2020-07-27 14:53:28.160638
isatools,minimal,25000,91286291025,-1,2020-07-27 14:54:59.567494
isatools,minimal,25000,91434681532,-1,2020-07-27 14:56:31.120184
isatools,minimal,25000,91373924325,-1,2020-07-27 14:58:02.607133
isatools,reduced,1,110750142,-1,2020-07-27 14:58:02.760417
isatools,reduced,1,108850705,-1,2020-07-27 14:58:02.905328
isatools,reduced,1,107114232,-1,2020-07-27 14:58:03.047830
isatools,reduced,1,106826334,-1,2020-07-27 14:58:03.190260
isatools,reduced,1,201443934,-1,2020-07-27 14:58:03.427283
isatools,reduced,3,164088991,-1,2020-07-27 14:58:03.632601
isatools,reduced,3,163944327,-1,2020-07-27 14:58:03.838011
isatools,reduced,3,164000666,-1,2020-07-27 14:58:04.043580
isatools,reduced,3,163873285,-1,2020-07-27 14:58:04.249100
isatools,reduced,3,163770056,-1,2020-07-27 14:58:04.454333
isatools,reduced,5,187910801,-1,2020-07-27 14:58:04.683634
isatools,reduced,5,167203679,-1,2020-07-27 14:58:04.892393
isatools,reduced,5,147064248,-1,2020-07-27 14:58:05.074452
isatools,reduced,5,145532032,-1,2020-07-27 14:58:05.255051
isatools,reduced,5,145917123,-1,2020-07-27 14:58:05.436357
isatools,reduced,10,191994368,-1,2020-07-27 14:58:05.663396
isatools,reduced,10,191920430,-1,2020-07-27 14:58:05.890527
isatools,reduced,10,191281558,-1,2020-07-27 14:58:06.130018
isatools,reduced,10,191659425,-1,2020-07-27 14:58:06.357039
isatools,reduced,10,192157847,-1,2020-07-27 14:58:06.584444
isatools,reduced,25,328577178,-1,2020-07-27 14:58:06.948365
isatools,reduced,25,329663768,-1,2020-07-27 14:58:07.313473
isatools,reduced,25,328511836,-1,2020-07-27 14:58:07.677433
isatools,reduced,25,329393863,-1,2020-07-27 14:58:08.042180
isatools,reduced,25,328608204,-1,2020-07-27 14:58:08.406399
isatools,reduced,50,557116397,-1,2020-07-27 14:58:08.999456
isatools,reduced,50,557640430,-1,2020-07-27 14:58:09.593157
isatools,reduced,50,557317350,-1,2020-07-27 14:58:10.186794
isatools,reduced,50,556845493,-1,2020-07-27 14:58:10.779420
isatools,reduced,50,558972490,-1,2020-07-27 14:58:11.374438
isatools,reduced,100,1014306346,-1,2020-07-27 14:58:12.424746
isatools,reduced,100,1013331206,-1,2020-07-27 14:58:13.474796
isatools,reduced,100,1014649278,-1,2020-07-27 14:58:14.526306
isatools,reduced,100,1016652024,-1,2020-07-27 14:58:15.579656
isatools,reduced,100,1013040902,-1,2020-07-27 14:58:16.629868
isatools,reduced,250,2391225523,-1,2020-07-27 14:58:19.058728
isatools,reduced,250,2386800063,-1,2020-07-27 14:58:21.485666
isatools,reduced,250,2388486075,-1,2020-07-27 14:58:23.913668
isatools,reduced,250,2390745891,-1,2020-07-27 14:58:26.343984
isatools,reduced,250,2388771136,-1,2020-07-27 14:58:28.772726
isatools,reduced,500,4678531251,-1,2020-07-27 14:58:33.491254
isatools,reduced,500,4672943567,-1,2020-07-27 14:58:38.206748
isatools,reduced,500,4676691936,-1,2020-07-27 14:58:42.925909
isatools,reduced,500,4679456213,-1,2020-07-27 14:58:47.648051
isatools,reduced,500,4669254817,-1,2020-07-27 14:58:52.359746
isatools,reduced,1000,9356353682,-1,2020-07-27 14:59:01.760114
isatools,reduced,1000,9342430274,-1,2020-07-27 14:59:11.159898
isatools,reduced,1000,9354147076,-1,2020-07-27 14:59:20.561091
isatools,reduced,1000,9348127740,-1,2020-07-27 14:59:29.956036
isatools,reduced,1000,9348617118,-1,2020-07-27 14:59:39.352190
isatools,reduced,2500,23255406248,-1,2020-07-27 15:00:02.672040
isatools,reduced,2500,23186366770,-1,2020-07-27 15:00:25.917746
isatools,reduced,2500,23220799945,-1,2020-07-27 15:00:49.198864
isatools,reduced,2500,23325541372,-1,2020-07-27 15:01:12.590965
isatools,reduced,2500,23113091309,-1,2020-07-27 15:01:35.766637
isatools,reduced,5000,46358736060,-1,2020-07-27 15:02:22.222136
isatools,reduced,5000,46296807180,-1,2020-07-27 15:03:08.601192
isatools,reduced,5000,46298616334,-1,2020-07-27 15:03:54.987808
isatools,reduced,5000,46372340233,-1,2020-07-27 15:04:41.476923
isatools,reduced,5000,46317942471,-1,2020-07-27 15:05:27.875907
isatools,reduced,10000,92572290483,-1,2020-07-27 15:07:00.545761
isatools,reduced,10000,92752928411,-1,2020-07-27 15:08:33.433264
isatools,reduced,10000,93427810733,-1,2020-07-27 15:10:07.022576
isatools,reduced,10000,94943481333,-1,2020-07-27 15:11:42.159868
isatools,reduced,10000,93740379786,-1,2020-07-27 15:13:16.042380
isatools,reduced,25000,234601249325,-1,2020-07-27 15:17:10.837627
isatools,reduced,25000,233008295464,-1,2020-07-27 15:21:04.194824
isatools,reduced,25000,234262747275,-1,2020-07-27 15:24:58.802096
isatools,reduced,25000,233563129911,-1,2020-07-27 15:28:52.702864
isatools,reduced,25000,232748763679,-1,2020-07-27 15:32:45.809528
isatools,real_world,1,240130596,5.66796875,2020-07-27 15:32:47.369667
isatools,real_world,1,313015465,5.41796875,2020-07-27 15:32:48.619597
isatools,real_world,1,307831418,5.41796875,2020-07-27 15:32:49.903416
isatools,real_world,1,319251064,5.41796875,2020-07-27 15:32:51.180578
isatools,real_world,1,309385260,5.41796875,2020-07-27 15:32:52.430972
isatools,real_world,3,405738092,5.41796875,2020-07-27 15:32:54.019416
isatools,real_world,3,459053407,5.41796875,2020-07-27 15:32:55.603747
isatools,real_world,3,402144407,5.41796875,2020-07-27 15:32:57.118567
isatools,real_world,3,406260387,5.41796875,2020-07-27 15:32:58.660398
isatools,real_world,3,407475803,5.41796875,2020-07-27 15:33:00.205741
isatools,real_world,5,487554944,5.41796875,2020-07-27 15:33:01.980124
isatools,real_world,5,484490090,5.41796875,2020-07-27 15:33:03.754961
isatools,real_world,5,479293376,5.41796875,2020-07-27 15:33:05.523273
isatools,real_world,5,483620580,5.41796875,2020-07-27 15:33:07.302851
isatools,real_world,5,487141114,5.41796875,2020-07-27 15:33:09.100673
isatools,real_world,10,697660822,5.41796875,2020-07-27 15:33:11.528647
isatools,real_world,10,691526911,5.41796875,2020-07-27 15:33:13.990183
isatools,real_world,10,687559728,5.41796875,2020-07-27 15:33:16.386074
isatools,real_world,10,692352156,5.41796875,2020-07-27 15:33:18.796024
isatools,real_world,10,666264469,5.41796875,2020-07-27 15:33:21.172088
isatools,real_world,25,1295967835,5.41796875,2020-07-27 15:33:25.383595
isatools,real_world,25,1017180446,5.41796875,2020-07-27 15:33:29.310601
isatools,real_world,25,1021828736,5.41796875,2020-07-27 15:33:33.222502
isatools,real_world,25,1018712102,5.41796875,2020-07-27 15:33:37.150654
isatools,real_world,25,1020459216,5.41796875,2020-07-27 15:33:41.151525
isatools,real_world,50,1838564761,5.421875,2020-07-27 15:33:45.431277
isatools,real_world,50,1827716603,5.421875,2020-07-27 15:33:49.599174
isatools,real_world,50,1820266123,5.50390625,2020-07-27 15:33:55.616782
isatools,real_world,50,1824900200,5.421875,2020-07-27 15:33:59.767942
isatools,real_world,50,1818763867,5.421875,2020-07-27 15:34:03.857689
isatools,real_world,100,3411925954,5.671875,2020-07-27 15:34:11.158392
isatools,real_world,100,3549907849,5.671875,2020-07-27 15:34:18.378231
isatools,real_world,100,3434426530,5.671875,2020-07-27 15:34:25.761274
isatools,real_world,100,3486909571,5.7890625,2020-07-27 15:34:33.300559
isatools,real_world,100,3445968246,5.671875,2020-07-27 15:34:40.682803
isatools,real_world,250,8333302255,7.421875,2020-07-27 15:34:57.617534
isatools,real_world,250,8301137073,7.28515625,2020-07-27 15:35:14.823773
isatools,real_world,250,8325709726,7.28515625,2020-07-27 15:35:32.017539
isatools,real_world,250,8336927934,7.28515625,2020-07-27 15:35:49.230264
isatools,real_world,250,8331634290,7.28515625,2020-07-27 15:36:06.374779
isatools,real_world,500,16438669214,10.921875,2020-07-27 15:36:39.755920
isatools,real_world,500,16349830214,10.671875,2020-07-27 15:37:13.175619
isatools,real_world,500,16447273859,10.671875,2020-07-27 15:37:46.688161
isatools,real_world,500,16400109360,10.671875,2020-07-27 15:38:20.261683
isatools,real_world,500,16377018371,10.671875,2020-07-27 15:38:53.749627
isatools,real_world,1000,34082181663,20.2734375,2020-07-27 15:40:01.715077
isatools,real_world,1000,32888926390,19.7734375,2020-07-27 15:41:07.917394
isatools,real_world,1000,33020635770,19.796875,2020-07-27 15:42:14.237322
isatools,real_world,1000,32808151416,20.8125,2020-07-27 15:43:20.536923
isatools,real_world,1000,32649186070,20.5625,2020-07-27 15:44:26.717738
isatools,real_world,2500,82072190305,41.59765625,2020-07-27 15:47:11.758283
isatools,real_world,2500,82411946507,41.53515625,2020-07-27 15:49:57.120869
isatools,real_world,2500,82372547297,41.6171875,2020-07-27 15:52:42.481297
isatools,real_world,2500,82595272131,41.55859375,2020-07-27 15:55:27.963084
isatools,real_world,2500,81727690775,41.03515625,2020-07-27 15:58:13.017355
isatools,real_world,5000,163782794643,85.37890625,2020-07-27 16:03:41.407056
isatools,real_world,5000,164083483816,78.328125,2020-07-27 16:09:10.100823
isatools,real_world,5000,165763164812,84.640625,2020-07-27 16:14:41.244295
isatools,real_world,5000,164168418518,85.32421875,2020-07-27 16:20:10.068328
isatools,real_world,5000,164291869851,85.32421875,2020-07-27 16:25:40.166516
isatools,real_world,10000,330892137002,159.1328125,2020-07-27 16:36:40.183933
isatools,real_world,10000,332124809749,159.65234375,2020-07-27 16:47:43.546256
isatools,real_world,10000,330516475724,161.10546875,2020-07-27 16:58:44.371149
isatools,real_world,10000,330294800898,159.19921875,2020-07-27 17:09:44.067992
isatools,real_world,10000,329437011808,159.796875,2020-07-27 17:20:44.094097
isatools,real_world,25000,818599306209,484.234375,2020-07-27 17:48:04.557746
isatools,real_world,25000,822871692923,411.77734375,2020-07-27 18:15:29.374715
isatools,real_world,25000,819459899918,416.96875,2020-07-27 18:42:50.215065
isatools,real_world,25000,820856047228,412.78125,2020-07-27 19:10:12.159173
isatools,real_world,25000,823753881986,412.375,2020-07-27 19:37:38.807531
isatools,minimal,50000,176948625063,-1,2020-07-28 16:09:54.279139
isatools,minimal,50000,178197543158,-1,2020-07-28 16:12:52.714454
isatools,minimal,50000,176665984585,-1,2020-07-28 16:15:49.587841
isatools,minimal,50000,176038806897,-1,2020-07-28 16:18:45.853838
isatools,minimal,50000,176155693032,-1,2020-07-28 16:21:42.280763
isatools,minimal,100000,352000394299,-1,2020-07-28 16:27:34.657705
isatools,minimal,100000,351239984554,-1,2020-07-28 16:33:26.254756
isatools,minimal,100000,351874559523,-1,2020-07-28 16:39:18.560886
isatools,minimal,100000,351491919841,-1,2020-07-28 16:45:10.409208
isatools,minimal,100000,369663300300,-1,2020-07-28 16:51:20.586207
isatools,minimal,250000,877405156059,-1,2020-07-28 17:05:58.981355
isatools,minimal,250000,882195782917,-1,2020-07-28 17:20:42.237269
isatools,minimal,250000,884226781760,-1,2020-07-28 17:35:27.510150
isatools,minimal,250000,882773151290,-1,2020-07-28 17:50:11.255414
isatools,minimal,250000,880233037709,-1,2020-07-28 18:04:52.623871
isatools,reduced,50000,442275701732,-1,2020-07-28 18:13:00.708319
isatools,reduced,50000,444066028808,-1,2020-07-28 18:20:25.350272
isatools,reduced,50000,444794150697,-1,2020-07-28 18:27:50.734299
isatools,reduced,50000,445377004966,-1,2020-07-28 18:35:16.798550
isatools,reduced,50000,443294944416,-1,2020-07-28 18:42:40.678497
isatools,reduced,100000,893074816744,-1,2020-07-28 18:57:34.593942
isatools,reduced,100000,892146570337,-1,2020-07-28 19:12:27.909160
isatools,reduced,100000,888474073936,-1,2020-07-28 19:27:17.654755
isatools,reduced,100000,886589994108,-1,2020-07-28 19:42:05.411844
isatools,reduced,100000,884323677510,-1,2020-07-28 19:56:50.988749
isatools,reduced,250000,2208196347509,-1,2020-07-28 20:33:40.898389
isatools,reduced,250000,2227957121034,-1,2020-07-28 21:10:51.738403
isatools,reduced,250000,2223267990370,-1,2020-07-28 21:47:57.863728
isatools,reduced,250000,2217069102803,-1,2020-07-28 22:24:57.704224
isatools,reduced,250000,2222542094706,-1,2020-07-28 23:02:03.146009
isatools,real_world,50000,1570372776607,832.3203125,2020-07-28 23:59:54.545985
isatools,real_world,50000,1579600684394,837.0703125,2020-07-29 00:52:37.434903
isatools,real_world,50000,1574652746639,832.69140625,2020-07-29 01:45:13.401629
isatools,real_world,50000,1573982216700,842.3203125,2020-07-29 02:37:51.745217
isatools,real_world,50000,1571513140583,831.8203125,2020-07-29 03:30:21.770001
isatools,real_world,100000,3157778101410,1677.7109375,2020-07-29 05:15:11.588514
isatools,real_world,100000,3142207605641,1657.07421875,2020-07-29 06:59:58.367350
isatools,real_world,100000,3144328208821,1662.32421875,2020-07-29 08:44:46.319565
isatools,real_world,100000,3137513252515,1690.421875,2020-07-29 10:29:44.260140
isatools,real_world,100000,3145000840325,1678.77734375,2020-07-29 12:14:42.467475
isatools,real_world,250000,7921180727827,4131.55859375,2020-07-29 16:38:12.593205
isatools,real_world,250000,7884865651316,4077.70703125,2020-07-29 21:01:10.806881
isatools,real_world,250000,7910057072288,4097.16015625,2020-07-30 01:24:13.276092
isatools,real_world,250000,7898201341783,4069.9609375,2020-07-30 05:47:03.471802
isatools,minimal,500000,1735694938056,-1,2020-07-30 12:32:04.510081
isatools,minimal,500000,1720592402391,-1,2020-07-30 13:00:47.480063
isatools,minimal,500000,1731669639355,-1,2020-07-30 13:29:41.315991
isatools,minimal,500000,1729870608161,-1,2020-07-30 13:58:33.449453
isatools,minimal,500000,1727240787679,-1,2020-07-30 14:27:23.098883
isatools,minimal,1000000,3480468253109,-1,2020-07-30 15:25:28.159409
isatools,minimal,1000000,3472533226492,-1,2020-07-30 16:23:25.702781
isatools,minimal,1000000,3438614961592,-1,2020-07-30 17:20:49.277102
isatools,minimal,1000000,3459842036984,-1,2020-07-30 18:18:34.217583
isatools,minimal,1000000,3485976864158,-1,2020-07-30 19:16:45.266248
isatools,reduced,500000,4388315132189,-1,2020-07-30 20:30:40.274118
isatools,reduced,500000,4419529981079,-1,2020-07-30 21:44:25.612225
isatools,reduced,500000,4413510016891,-1,2020-07-30 22:58:04.956766
isatools,reduced,500000,4369766114553,-1,2020-07-31 00:11:00.332642
isatools,reduced,500000,4401897864410,-1,2020-07-31 01:24:27.952685
isatools,reduced,1000000,8769377700352,-1,2020-07-31 03:50:45.860731
isatools,reduced,1000000,8787925414236,-1,2020-07-31 06:17:25.446638
isatools,reduced,1000000,8784362095069,-1,2020-07-31 08:44:02.045894
isatools,reduced,1000000,8699252949860,-1,2020-07-31 11:09:12.771446
isatools,reduced,1000000,8776247505435,-1,2020-07-31 13:35:40.824042
isatools,real_world,500000,15645698205938,8073.5234375,2020-07-31 22:21:08.692317
isatools,real_world,500000,15518378765999,8139.3046875,2020-08-01 06:59:32.162005
isatools,real_world,500000,15541660686256,8141.2265625,2020-08-01 15:36:54.910984
isatools,real_world,500000,15520235548837,8072.65234375,2020-08-02 00:15:19.781986
isatools,real_world,500000,15832711411136,8165.9921875,2020-08-02 08:59:01.760843
isatools,real_world,1000000,30936616352271,16143.5078125,2020-08-03 02:14:12.759643
isatools,real_world,1000000,31038817406568,16207.96875,2020-08-03 19:31:48.106913
isatools,real_world,1000000,31146772184886,16149.48828125,2020-08-04 12:51:14.367051
isatools,real_world,1000000,31124080658608,16149.98046875,2020-08-05 06:11:16.451447
isatools,real_world,1000000,31184512090471,16128.91015625,2020-08-05 23:31:55.244234
