platform,row.complexity,n.rows,time.in.ns,memory.usage.in.mb,date.test.performed
isa4J,reduced,250,9676759,-1,2020-07-26T20:22:44.439149
isa4J,reduced,250,9709077,-1,2020-07-26T20:22:44.483405
isa4J,reduced,250,9736310,-1,2020-07-26T20:22:44.530415
isa4J,reduced,250,9564192,-1,2020-07-26T20:22:44.563618
isa4J,reduced,250,9540662,-1,2020-07-26T20:22:44.608820
isa4J,reduced,250,9511114,-1,2020-07-26T20:22:44.653015
isa4J,reduced,500,18356337,-1,2020-07-26T20:22:44.710586
isa4J,reduced,500,16952181,-1,2020-07-26T20:22:44.754382
isa4J,reduced,500,16881485,-1,2020-07-26T20:22:44.809782
isa4J,reduced,500,16669583,-1,2020-07-26T20:22:44.852568
isa4J,reduced,500,16968375,-1,2020-07-26T20:22:44.909827
isa4J,reduced,500,15435536,-1,2020-07-26T20:22:44.949958
isa4J,reduced,500,17229961,-1,2020-07-26T20:22:45.007832
isa4J,reduced,500,16708215,-1,2020-07-26T20:22:45.048285
isa4J,reduced,500,17044981,-1,2020-07-26T20:22:45.106401
isa4J,reduced,500,16744124,-1,2020-07-26T20:22:45.147750
isa4J,reduced,500,16910394,-1,2020-07-26T20:22:45.204717
isa4J,reduced,500,16637593,-1,2020-07-26T20:22:45.246401
isa4J,reduced,500,16823476,-1,2020-07-26T20:22:45.303610
isa4J,reduced,500,16293822,-1,2020-07-26T20:22:45.343972
isa4J,reduced,500,17102453,-1,2020-07-26T20:22:45.400790
isa4J,reduced,1000,30840830,-1,2020-07-26T20:22:45.463362
isa4J,reduced,1000,28321334,-1,2020-07-26T20:22:45.524180
isa4J,reduced,1000,27201259,-1,2020-07-26T20:22:45.583269
isa4J,reduced,1000,27136967,-1,2020-07-26T20:22:45.642340
isa4J,reduced,1000,27068378,-1,2020-07-26T20:22:45.700331
isa4J,reduced,1000,27139598,-1,2020-07-26T20:22:45.758606
isa4J,reduced,1000,27186588,-1,2020-07-26T20:22:45.817459
isa4J,reduced,1000,27024129,-1,2020-07-26T20:22:45.875741
isa4J,reduced,1000,27322305,-1,2020-07-26T20:22:45.935389
isa4J,reduced,1000,27462148,-1,2020-07-26T20:22:45.994208
isa4J,reduced,1000,27148058,-1,2020-07-26T20:22:46.050734
isa4J,reduced,1000,27224875,-1,2020-07-26T20:22:46.106917
isa4J,reduced,1000,27328483,-1,2020-07-26T20:22:46.159943
isa4J,reduced,1000,27771154,-1,2020-07-26T20:22:46.210986
isa4J,reduced,1000,25281724,-1,2020-07-26T20:22:46.257084
isa4J,reduced,2500,59265750,-1,2020-07-26T20:22:46.343911
isa4J,reduced,2500,46514702,-1,2020-07-26T20:22:46.416688
isa4J,reduced,2500,45318689,-1,2020-07-26T20:22:46.487142
isa4J,reduced,2500,81348927,-1,2020-07-26T20:22:46.594306
isa4J,reduced,2500,63743783,-1,2020-07-26T20:22:46.681829
isa4J,reduced,2500,55358758,-1,2020-07-26T20:22:46.761353
isa4J,reduced,2500,52165212,-1,2020-07-26T20:22:46.837624
isa4J,reduced,2500,69178301,-1,2020-07-26T20:22:46.940183
isa4J,reduced,2500,56624116,-1,2020-07-26T20:22:47.029397
isa4J,reduced,2500,53043811,-1,2020-07-26T20:22:47.116038
isa4J,reduced,2500,46090221,-1,2020-07-26T20:22:47.193607
isa4J,reduced,2500,44456422,-1,2020-07-26T20:22:47.269605
isa4J,reduced,2500,57356117,-1,2020-07-26T20:22:47.358166
isa4J,reduced,2500,58323757,-1,2020-07-26T20:22:47.446601
isa4J,reduced,2500,53268834,-1,2020-07-26T20:22:47.533003
isa4J,reduced,5000,97621505,-1,2020-07-26T20:22:47.664098
isa4J,reduced,5000,113290552,-1,2020-07-26T20:22:47.811362
isa4J,reduced,5000,125960627,-1,2020-07-26T20:22:47.972934
isa4J,reduced,5000,130205731,-1,2020-07-26T20:22:48.137990
isa4J,reduced,5000,98288006,-1,2020-07-26T20:22:48.272204
isa4J,reduced,5000,84171180,-1,2020-07-26T20:22:48.391118
isa4J,reduced,5000,108809640,-1,2020-07-26T20:22:48.535720
isa4J,reduced,5000,103997423,-1,2020-07-26T20:22:48.675420
isa4J,reduced,5000,87451931,-1,2020-07-26T20:22:48.797025
isa4J,reduced,5000,79500080,-1,2020-07-26T20:22:48.908558
isa4J,reduced,5000,77168569,-1,2020-07-26T20:22:49.018294
isa4J,reduced,5000,74390418,-1,2020-07-26T20:22:49.125136
isa4J,reduced,5000,74678386,-1,2020-07-26T20:22:49.233775
isa4J,reduced,5000,74540825,-1,2020-07-26T20:22:49.341738
isa4J,reduced,5000,74466839,-1,2020-07-26T20:22:49.447357
isa4J,reduced,10000,150807240,-1,2020-07-26T20:22:49.634942
isa4J,reduced,10000,151078881,-1,2020-07-26T20:22:49.823972
isa4J,reduced,10000,203739813,-1,2020-07-26T20:22:50.069312
isa4J,reduced,10000,217975485,-1,2020-07-26T20:22:50.328729
isa4J,reduced,10000,173027319,-1,2020-07-26T20:22:50.543130
isa4J,reduced,10000,151744299,-1,2020-07-26T20:22:50.734695
isa4J,reduced,10000,151926149,-1,2020-07-26T20:22:50.927257
isa4J,reduced,10000,151970662,-1,2020-07-26T20:22:51.120194
isa4J,reduced,10000,252128627,-1,2020-07-26T20:22:51.415580
isa4J,reduced,10000,250465731,-1,2020-07-26T20:22:51.708330
isa4J,reduced,10000,171669290,-1,2020-07-26T20:22:51.920484
isa4J,reduced,10000,153684098,-1,2020-07-26T20:22:52.114697
isa4J,reduced,10000,150654741,-1,2020-07-26T20:22:52.307851
isa4J,reduced,10000,150494937,-1,2020-07-26T20:22:52.499683
isa4J,reduced,10000,246626784,-1,2020-07-26T20:22:52.788608
isa4J,reduced,25000,458233660,-1,2020-07-26T20:22:53.295623
isa4J,reduced,25000,522635718,-1,2020-07-26T20:22:53.871708
isa4J,reduced,25000,472818193,-1,2020-07-26T20:22:54.409419
isa4J,reduced,25000,444527803,-1,2020-07-26T20:22:54.909493
isa4J,reduced,25000,396094776,-1,2020-07-26T20:22:55.361261
isa4J,reduced,25000,383565739,-1,2020-07-26T20:22:55.799324
isa4J,reduced,25000,383375751,-1,2020-07-26T20:22:56.236716
isa4J,reduced,25000,382367631,-1,2020-07-26T20:22:56.675878
isa4J,reduced,25000,387402668,-1,2020-07-26T20:22:57.118861
isa4J,reduced,25000,382655644,-1,2020-07-26T20:22:57.556476
isa4J,reduced,25000,513126024,-1,2020-07-26T20:22:58.124109
isa4J,reduced,25000,458200496,-1,2020-07-26T20:22:58.637605
isa4J,reduced,25000,383956509,-1,2020-07-26T20:22:59.073479
isa4J,reduced,25000,449775634,-1,2020-07-26T20:22:59.578535
isa4J,reduced,25000,458714475,-1,2020-07-26T20:23:00.091700
isa4J,reduced,50000,911491345,-1,2020-07-26T21:21:09.203318
isa4J,reduced,50000,844434243,-1,2020-07-26T21:21:10.137570
isa4J,reduced,50000,701382157,-1,2020-07-26T21:21:10.910284
isa4J,reduced,50000,812077969,-1,2020-07-26T21:21:11.799723
isa4J,reduced,50000,746546967,-1,2020-07-26T21:21:12.622598
isa4J,reduced,50000,726581224,-1,2020-07-26T21:21:13.422611
isa4J,reduced,50000,694316832,-1,2020-07-26T21:21:14.191071
isa4J,reduced,50000,706613235,-1,2020-07-26T21:21:14.974624
isa4J,reduced,50000,756466433,-1,2020-07-26T21:21:15.818487
isa4J,reduced,50000,829226060,-1,2020-07-26T21:21:16.725458
isa4J,reduced,50000,768631581,-1,2020-07-26T21:21:17.570607
isa4J,reduced,50000,759078242,-1,2020-07-26T21:21:18.408602
isa4J,reduced,50000,693008914,-1,2020-07-26T21:21:19.171556
isa4J,reduced,50000,765503959,-1,2020-07-26T21:21:20.015628
isa4J,reduced,50000,695776336,-1,2020-07-26T21:21:20.784113
isa4J,reduced,100000,1343748643,-1,2020-07-26T21:21:22.255101
isa4J,reduced,100000,1212648086,-1,2020-07-26T21:21:23.580381
isa4J,reduced,100000,1343341316,-1,2020-07-26T21:21:25.054110
isa4J,reduced,100000,1220399791,-1,2020-07-26T21:21:26.399769
isa4J,reduced,100000,1278872699,-1,2020-07-26T21:21:27.802292
isa4J,reduced,100000,1287062901,-1,2020-07-26T21:21:29.208653
isa4J,reduced,100000,1215880493,-1,2020-07-26T21:21:30.548363
isa4J,reduced,100000,1208841507,-1,2020-07-26T21:21:31.874360
isa4J,reduced,100000,1210885472,-1,2020-07-26T21:21:33.204918
isa4J,reduced,100000,1211864975,-1,2020-07-26T21:21:34.528610
isa4J,reduced,100000,1210864103,-1,2020-07-26T21:21:35.858929
isa4J,reduced,100000,1213331118,-1,2020-07-26T21:21:37.202651
isa4J,reduced,100000,1284022750,-1,2020-07-26T21:21:38.604399
isa4J,reduced,100000,1278124766,-1,2020-07-26T21:21:40.005568
isa4J,reduced,100000,1286386489,-1,2020-07-26T21:21:41.409094
isa4J,reduced,250000,2502192278,-1,2020-07-26T21:21:44.157417
isa4J,reduced,250000,2505495353,-1,2020-07-26T21:21:46.921944
isa4J,reduced,250000,2221010677,-1,2020-07-26T21:21:49.342405
isa4J,reduced,250000,2543026847,-1,2020-07-26T21:21:52.121848
isa4J,reduced,250000,2516912293,-1,2020-07-26T21:21:54.873547
isa4J,reduced,250000,2211584141,-1,2020-07-26T21:21:57.326469
isa4J,reduced,250000,2809694926,-1,2020-07-26T21:22:00.374995
isa4J,reduced,250000,2741577460,-1,2020-07-26T21:22:03.358573
isa4J,reduced,250000,2513547577,-1,2020-07-26T21:22:06.077327
isa4J,reduced,250000,2250745663,-1,2020-07-26T21:22:08.589180
isa4J,reduced,250000,2489290439,-1,2020-07-26T21:22:11.311007
isa4J,reduced,250000,2524034650,-1,2020-07-26T21:22:14.067833
isa4J,reduced,250000,2759150000,-1,2020-07-26T21:22:17.041949
isa4J,reduced,250000,2482095496,-1,2020-07-26T21:22:19.739048
isa4J,reduced,250000,2478260798,-1,2020-07-26T21:22:22.470500
isa4J,reduced,500000,4514451350,-1,2020-07-26T21:22:27.418292
isa4J,reduced,500000,4814671315,-1,2020-07-26T21:22:32.695641
isa4J,reduced,500000,4498822908,-1,2020-07-26T21:22:37.585271
isa4J,reduced,500000,4735613802,-1,2020-07-26T21:22:42.754130
isa4J,reduced,500000,4700490219,-1,2020-07-26T21:22:47.904825
isa4J,reduced,500000,4952356059,-1,2020-07-26T21:22:53.314310
isa4J,reduced,500000,4757497086,-1,2020-07-26T21:22:58.489040
isa4J,reduced,500000,4903380035,-1,2020-07-26T21:23:03.795408
isa4J,reduced,500000,4508329417,-1,2020-07-26T21:23:08.719238
isa4J,reduced,500000,4951796070,-1,2020-07-26T21:23:14.228770
isa4J,reduced,500000,4712797083,-1,2020-07-26T21:23:19.439600
isa4J,reduced,500000,4948530321,-1,2020-07-26T21:23:24.721224
isa4J,reduced,500000,4501751308,-1,2020-07-26T21:23:29.656427
isa4J,reduced,500000,4749977530,-1,2020-07-26T21:23:34.824499
isa4J,reduced,500000,4748099168,-1,2020-07-26T21:23:39.995495
isa4J,reduced,1000000,8872805564,-1,2020-07-26T21:23:49.646139
isa4J,reduced,1000000,9126616198,-1,2020-07-26T21:23:59.543369
isa4J,reduced,1000000,8877040749,-1,2020-07-26T21:24:09.307175
isa4J,reduced,1000000,9082297460,-1,2020-07-26T21:24:19.161757
isa4J,reduced,1000000,9137715512,-1,2020-07-26T21:24:29.117395
isa4J,reduced,1000000,8883681511,-1,2020-07-26T21:24:38.880016
isa4J,reduced,1000000,9122345844,-1,2020-07-26T21:24:48.769024
isa4J,reduced,1000000,8923370716,-1,2020-07-26T21:24:58.589382
isa4J,reduced,1000000,9163689612,-1,2020-07-26T21:25:08.579703
isa4J,reduced,1000000,8904510930,-1,2020-07-26T21:25:18.272403
isa4J,reduced,1000000,9190378592,-1,2020-07-26T21:25:28.238481
isa4J,reduced,1000000,8935790697,-1,2020-07-26T21:25:37.933540
isa4J,reduced,1000000,8834469592,-1,2020-07-26T21:25:47.616529
isa4J,reduced,1000000,9144048347,-1,2020-07-26T21:25:57.443423
isa4J,reduced,1000000,8893970888,-1,2020-07-26T21:26:07.070505
isa4J,real_world,1,10042387,0.40195442275747506,2020-07-26T20:23:00.337746
isa4J,real_world,1,5564726,0.457641196013289,2020-07-26T20:23:00.582205
isa4J,real_world,1,6011961,0.457641196013289,2020-07-26T20:23:00.799374
isa4J,real_world,1,6025503,0.45773203903654486,2020-07-26T20:23:01.016704
isa4J,real_world,1,5550969,0.45773203903654486,2020-07-26T20:23:01.241432
isa4J,real_world,1,5365481,0.45773203903654486,2020-07-26T20:23:01.467195
isa4J,real_world,1,5404539,0.45773203903654486,2020-07-26T20:23:01.691711
isa4J,real_world,1,5042197,0.45793319144518274,2020-07-26T20:23:01.918834
isa4J,real_world,1,4831337,0.45793319144518274,2020-07-26T20:23:02.140122
isa4J,real_world,1,5415872,0.45793319144518274,2020-07-26T20:23:02.367299
isa4J,real_world,1,5144082,0.45793319144518274,2020-07-26T20:23:02.597021
isa4J,real_world,1,4991072,0.45793319144518274,2020-07-26T20:23:02.825345
isa4J,real_world,1,4910412,0.4582122093023256,2020-07-26T20:23:03.047344
isa4J,real_world,1,4994130,0.4583679401993355,2020-07-26T20:23:03.276928
isa4J,real_world,1,5065283,0.4584652720099668,2020-07-26T20:23:03.506295
isa4J,real_world,3,5427904,0.45853664867109634,2020-07-26T20:23:03.736683
isa4J,real_world,3,5466877,0.45853664867109634,2020-07-26T20:23:03.965201
isa4J,real_world,3,5369275,0.45853664867109634,2020-07-26T20:23:04.185481
isa4J,real_world,3,5404307,0.45853664867109634,2020-07-26T20:23:04.413340
isa4J,real_world,3,5318241,0.45858855897009965,2020-07-26T20:23:04.641416
isa4J,real_world,3,5739269,0.45858855897009965,2020-07-26T20:23:04.870035
isa4J,real_world,3,5511675,0.4587637562292359,2020-07-26T20:23:05.093085
isa4J,real_world,3,5360920,0.4587637562292359,2020-07-26T20:23:05.309800
isa4J,real_world,3,5272629,0.4587637562292359,2020-07-26T20:23:05.542679
isa4J,real_world,3,4919874,0.4587637562292359,2020-07-26T20:23:05.780962
isa4J,real_world,3,7329667,0.4590752180232558,2020-07-26T20:23:06.016181
isa4J,real_world,3,5395133,0.4590752180232558,2020-07-26T20:23:06.238484
isa4J,real_world,3,5308612,0.4590752180232558,2020-07-26T20:23:06.466351
isa4J,real_world,3,5186076,0.4590752180232558,2020-07-26T20:23:06.700862
isa4J,real_world,3,5252773,0.45912712832225916,2020-07-26T20:23:06.938040
isa4J,real_world,5,5656920,0.45912712832225916,2020-07-26T20:23:07.172350
isa4J,real_world,5,6012227,0.45917903862126247,2020-07-26T20:23:07.404125
isa4J,real_world,5,5781573,0.45917903862126247,2020-07-26T20:23:07.640257
isa4J,real_world,5,5482802,0.45917903862126247,2020-07-26T20:23:07.872542
isa4J,real_world,5,5516004,0.45917903862126247,2020-07-26T20:23:08.100883
isa4J,real_world,5,5520478,0.45922446013289037,2020-07-26T20:23:08.332199
isa4J,real_world,5,5565276,0.45922446013289037,2020-07-26T20:23:08.560352
isa4J,real_world,5,5279988,0.4592958367940199,2020-07-26T20:23:08.792112
isa4J,real_world,5,5448497,0.4592958367940199,2020-07-26T20:23:09.024285
isa4J,real_world,5,5385424,0.4592958367940199,2020-07-26T20:23:09.255107
isa4J,real_world,5,5267235,0.4592958367940199,2020-07-26T20:23:09.484066
isa4J,real_world,5,5290589,0.4592958367940199,2020-07-26T20:23:09.711640
isa4J,real_world,5,5722388,0.4594385901162791,2020-07-26T20:23:09.945238
isa4J,real_world,5,5818230,0.4594385901162791,2020-07-26T20:23:10.172610
isa4J,real_world,5,5512106,0.4594385901162791,2020-07-26T20:23:10.405084
isa4J,real_world,10,6358606,0.4594385901162791,2020-07-26T20:23:10.631547
isa4J,real_world,10,6083672,0.4594385901162791,2020-07-26T20:23:10.863898
isa4J,real_world,10,5911813,0.4594385901162791,2020-07-26T20:23:11.096070
isa4J,real_world,10,5975219,0.4594385901162791,2020-07-26T20:23:11.323635
isa4J,real_world,10,6118943,0.4594385901162791,2020-07-26T20:23:11.550106
isa4J,real_world,10,6105260,0.45952943313953487,2020-07-26T20:23:11.775632
isa4J,real_world,10,6149749,0.45952943313953487,2020-07-26T20:23:12.005554
isa4J,real_world,10,6233747,0.4595878322259136,2020-07-26T20:23:12.237530
isa4J,real_world,10,5823967,0.45967867524916944,2020-07-26T20:23:12.472538
isa4J,real_world,10,5753111,0.45967867524916944,2020-07-26T20:23:12.707223
isa4J,real_world,10,5819183,0.45967867524916944,2020-07-26T20:23:12.939056
isa4J,real_world,10,5979383,0.45967867524916944,2020-07-26T20:23:13.174750
isa4J,real_world,10,5910895,0.45967867524916944,2020-07-26T20:23:13.408807
isa4J,real_world,10,5806927,0.45967867524916944,2020-07-26T20:23:13.643744
isa4J,real_world,10,5842580,0.45967867524916944,2020-07-26T20:23:13.878607
isa4J,real_world,25,8709659,0.4661220411129568,2020-07-26T20:23:14.242403
isa4J,real_world,25,9315681,0.4661220411129568,2020-07-26T20:23:14.603924
isa4J,real_world,25,9171280,0.4661220411129568,2020-07-26T20:23:14.964939
isa4J,real_world,25,9642650,0.46636212624584716,2020-07-26T20:23:15.330106
isa4J,real_world,25,9008166,0.46636212624584716,2020-07-26T20:23:15.694807
isa4J,real_world,25,8829748,0.46698504983388706,2020-07-26T20:23:16.061712
isa4J,real_world,25,9111865,0.46698504983388706,2020-07-26T20:23:16.424539
isa4J,real_world,25,9025589,0.46698504983388706,2020-07-26T20:23:16.779246
isa4J,real_world,25,8982293,0.46698504983388706,2020-07-26T20:23:17.144003
isa4J,real_world,25,8902936,0.46698504983388706,2020-07-26T20:23:17.506839
isa4J,real_world,25,9014379,0.46698504983388706,2020-07-26T20:23:17.866633
isa4J,real_world,25,8838803,0.46698504983388706,2020-07-26T20:23:18.218107
isa4J,real_world,25,9197668,0.46703696013289037,2020-07-26T20:23:18.580245
isa4J,real_world,25,8966549,0.46703696013289037,2020-07-26T20:23:18.937763
isa4J,real_world,25,8878441,0.46703696013289037,2020-07-26T20:23:19.297223
isa4J,real_world,50,13417204,0.46707589285714285,2020-07-26T20:23:19.787418
isa4J,real_world,50,13783907,0.4672251349667774,2020-07-26T20:23:20.270381
isa4J,real_world,50,13885068,0.4674781976744186,2020-07-26T20:23:20.767439
isa4J,real_world,50,12881975,0.4678610361295681,2020-07-26T20:23:21.267831
isa4J,real_world,50,11677967,0.4678610361295681,2020-07-26T20:23:21.773204
isa4J,real_world,50,13619366,0.4678610361295681,2020-07-26T20:23:22.270814
isa4J,real_world,50,13448464,0.4678610361295681,2020-07-26T20:23:22.767421
isa4J,real_world,50,14180761,0.4678610361295681,2020-07-26T20:23:23.262337
isa4J,real_world,50,13672057,0.4678610361295681,2020-07-26T20:23:23.761511
isa4J,real_world,50,15633462,0.4681465427740864,2020-07-26T20:23:24.267923
isa4J,real_world,50,13345877,0.4681465427740864,2020-07-26T20:23:24.758547
isa4J,real_world,50,13906028,0.4681465427740864,2020-07-26T20:23:25.242326
isa4J,real_world,50,12563620,0.4681465427740864,2020-07-26T20:23:25.728049
isa4J,real_world,50,13155728,0.4681465427740864,2020-07-26T20:23:26.217186
isa4J,real_world,50,13031598,0.4681465427740864,2020-07-26T20:23:26.713270
isa4J,real_world,100,22244999,0.46826334094684385,2020-07-26T20:23:27.533616
isa4J,real_world,100,20506738,0.46826334094684385,2020-07-26T20:23:28.333440
isa4J,real_world,100,20427800,0.46826334094684385,2020-07-26T20:23:29.139154
isa4J,real_world,100,19801289,0.46826334094684385,2020-07-26T20:23:29.945122
isa4J,real_world,100,21704597,0.46826334094684385,2020-07-26T20:23:30.763083
isa4J,real_world,100,19556393,0.46851640365448505,2020-07-26T20:23:31.580841
isa4J,real_world,100,19958109,0.46851640365448505,2020-07-26T20:23:32.400171
isa4J,real_world,100,20432205,0.46851640365448505,2020-07-26T20:23:33.200833
isa4J,real_world,100,20300574,0.46851640365448505,2020-07-26T20:23:34.006679
isa4J,real_world,100,20529611,0.46851640365448505,2020-07-26T20:23:34.825005
isa4J,real_world,100,20384622,0.46851640365448505,2020-07-26T20:23:35.649362
isa4J,real_world,100,22521356,0.4521387043189369,2020-07-26T20:23:36.478691
isa4J,real_world,100,20297862,0.4521387043189369,2020-07-26T20:23:37.318665
isa4J,real_world,100,19973706,0.4521387043189369,2020-07-26T20:23:38.153251
isa4J,real_world,100,19832297,0.4521387043189369,2020-07-26T20:23:38.990949
isa4J,real_world,250,44601350,0.4524955876245847,2020-07-26T20:23:40.847666
isa4J,real_world,250,43469125,0.4524955876245847,2020-07-26T20:23:42.672189
isa4J,real_world,250,41218034,0.4524955876245847,2020-07-26T20:23:44.505830
isa4J,real_world,250,39845408,0.4524955876245847,2020-07-26T20:23:46.341108
isa4J,real_world,250,39413251,0.4524955876245847,2020-07-26T20:23:48.189686
isa4J,real_world,250,41036242,0.4524955876245847,2020-07-26T20:23:50.035830
isa4J,real_world,250,38682664,0.4524955876245847,2020-07-26T20:23:51.891260
isa4J,real_world,250,40514624,0.4524955876245847,2020-07-26T20:23:53.750434
isa4J,real_world,250,41902224,0.4524955876245847,2020-07-26T20:23:55.602155
isa4J,real_world,250,37464102,0.4524955876245847,2020-07-26T20:23:57.436163
isa4J,real_world,250,39958654,0.4524955876245847,2020-07-26T20:23:59.262875
isa4J,real_world,250,40424010,0.4524955876245847,2020-07-26T20:24:01.065966
isa4J,real_world,250,42617599,0.4524955876245847,2020-07-26T20:24:02.847597
isa4J,real_world,250,40210293,0.4524955876245847,2020-07-26T20:24:04.679409
isa4J,real_world,250,39130128,0.4524955876245847,2020-07-26T20:24:06.495912
isa4J,real_world,500,76323652,0.4531120224252492,2020-07-26T20:24:09.971364
isa4J,real_world,500,73324161,0.4531120224252492,2020-07-26T20:24:13.460630
isa4J,real_world,500,80860003,0.4531120224252492,2020-07-26T20:24:16.961824
isa4J,real_world,500,73880973,0.4531120224252492,2020-07-26T20:24:20.454988
isa4J,real_world,500,72028929,0.4531120224252492,2020-07-26T20:24:23.924343
isa4J,real_world,500,72450218,0.4531120224252492,2020-07-26T20:24:27.395322
isa4J,real_world,500,77131175,0.4531120224252492,2020-07-26T20:24:30.860382
isa4J,real_world,500,74582340,0.45330019725913623,2020-07-26T20:24:34.339877
isa4J,real_world,500,74212914,0.45330019725913623,2020-07-26T20:24:37.875416
isa4J,real_world,500,72175020,0.45330019725913623,2020-07-26T20:24:41.350267
isa4J,real_world,500,77289102,0.45330019725913623,2020-07-26T20:24:44.860176
isa4J,real_world,500,74905796,0.45330019725913623,2020-07-26T20:24:48.276103
isa4J,real_world,500,77234210,0.45330019725913623,2020-07-26T20:24:51.759545
isa4J,real_world,500,70112265,0.45330019725913623,2020-07-26T20:24:55.222092
isa4J,real_world,500,75327234,0.45330019725913623,2020-07-26T20:24:58.675850
isa4J,real_world,1000,133840667,0.45439031353820597,2020-07-26T20:25:05.467606
isa4J,real_world,1000,130600530,0.45439031353820597,2020-07-26T20:25:12.282402
isa4J,real_world,1000,132056557,0.45439031353820597,2020-07-26T20:25:19.120140
isa4J,real_world,1000,132786782,0.45439031353820597,2020-07-26T20:25:26.177255
isa4J,real_world,1000,140025532,0.45439031353820597,2020-07-26T20:25:32.979905
isa4J,real_world,1000,132886350,0.45439031353820597,2020-07-26T20:25:40.038552
isa4J,real_world,1000,130175661,0.45439031353820597,2020-07-26T20:25:46.804028
isa4J,real_world,1000,139549367,0.45439031353820597,2020-07-26T20:25:52.971941
isa4J,real_world,1000,137743876,0.45439031353820597,2020-07-26T20:25:59.740988
isa4J,real_world,1000,137517266,0.45509759136212624,2020-07-26T20:26:06.660787
isa4J,real_world,1000,130944364,0.45509759136212624,2020-07-26T20:26:13.480933
isa4J,real_world,1000,133172410,0.4629749792358804,2020-07-26T20:26:19.762341
isa4J,real_world,1000,113250725,0.45509759136212624,2020-07-26T20:26:26.532492
isa4J,real_world,1000,120925644,0.45509759136212624,2020-07-26T20:26:33.406291
isa4J,real_world,1000,117317962,0.45509759136212624,2020-07-26T20:26:40.199879
isa4J,real_world,2500,253734262,0.45884811046511625,2020-07-26T20:26:56.869556
isa4J,real_world,2500,282638377,0.45884811046511625,2020-07-26T20:27:13.389063
isa4J,real_world,2500,275391745,0.45884811046511625,2020-07-26T20:27:29.652963
isa4J,real_world,2500,278795018,0.45884811046511625,2020-07-26T20:27:46.034717
isa4J,real_world,2500,241113891,0.45884811046511625,2020-07-26T20:28:02.607193
isa4J,real_world,2500,274153094,0.45884811046511625,2020-07-26T20:28:19.328674
isa4J,real_world,2500,244231243,0.45884811046511625,2020-07-26T20:28:35.580132
isa4J,real_world,2500,245472320,0.458984375,2020-07-26T20:28:51.558940
isa4J,real_world,2500,249452936,0.458984375,2020-07-26T20:29:07.707954
isa4J,real_world,2500,268954012,0.458984375,2020-07-26T20:29:23.841806
isa4J,real_world,2500,259758035,0.458984375,2020-07-26T20:29:40.065942
isa4J,real_world,2500,245297142,0.458984375,2020-07-26T20:29:57.134916
isa4J,real_world,2500,271750177,0.458984375,2020-07-26T20:30:13.506901
isa4J,real_world,2500,245933473,0.458984375,2020-07-26T20:30:30.032687
isa4J,real_world,2500,252245368,0.458984375,2020-07-26T20:30:46.480645
isa4J,real_world,5000,411727747,0.4646945078903654,2020-07-26T20:31:18.962761
isa4J,real_world,5000,462901484,0.4646945078903654,2020-07-26T20:31:51.337959
isa4J,real_world,5000,413770179,0.4646945078903654,2020-07-26T20:32:23.610065
isa4J,real_world,5000,421223549,0.4646945078903654,2020-07-26T20:32:55.851172
isa4J,real_world,5000,458192322,0.4646945078903654,2020-07-26T20:33:27.945376
isa4J,real_world,5000,417113577,0.4646945078903654,2020-07-26T20:33:59.817581
isa4J,real_world,5000,467954247,0.4646945078903654,2020-07-26T20:34:32.089771
isa4J,real_world,5000,456158281,0.4646945078903654,2020-07-26T20:35:04.755425
isa4J,real_world,5000,453516349,0.4646945078903654,2020-07-26T20:35:37.011770
isa4J,real_world,5000,402189834,0.4646945078903654,2020-07-26T20:36:08.778060
isa4J,real_world,5000,410427787,0.4646945078903654,2020-07-26T20:36:40.192407
isa4J,real_world,5000,456381475,0.4646945078903654,2020-07-26T20:37:12.516286
isa4J,real_world,5000,462220678,0.4646945078903654,2020-07-26T20:37:44.915252
isa4J,real_world,5000,402963560,0.4646945078903654,2020-07-26T20:38:17.431626
isa4J,real_world,5000,460025930,0.4646945078903654,2020-07-26T20:38:49.261111
isa4J,real_world,10000,790690702,0.4891637250830565,2020-07-26T20:39:51.240950
isa4J,real_world,10000,738137506,0.4891637250830565,2020-07-26T20:40:55.740599
isa4J,real_world,10000,746517845,0.4891637250830565,2020-07-26T20:41:59.488336
isa4J,real_world,10000,713875906,0.4891637250830565,2020-07-26T20:43:02.023664
isa4J,real_world,10000,796993866,0.4891637250830565,2020-07-26T20:44:05.692426
isa4J,real_world,10000,738989295,0.4891637250830565,2020-07-26T20:45:09.459257
isa4J,real_world,10000,735509368,0.4891637250830565,2020-07-26T20:46:12.751348
isa4J,real_world,10000,732533704,0.4892675456810631,2020-07-26T20:47:16.221726
isa4J,real_world,10000,801604040,0.4892675456810631,2020-07-26T20:48:20.558102
isa4J,real_world,10000,768914611,0.4892675456810631,2020-07-26T20:49:24.299157
isa4J,real_world,10000,743901641,0.4892675456810631,2020-07-26T20:50:28.504576
isa4J,real_world,10000,727713378,0.48996184593023256,2020-07-26T20:51:31.538745
isa4J,real_world,10000,745583045,0.48996184593023256,2020-07-26T20:52:34.798131
isa4J,real_world,10000,739541016,0.48996184593023256,2020-07-26T20:53:38.153020
isa4J,real_world,10000,744798892,0.48996184593023256,2020-07-26T20:54:40.989380
isa4J,real_world,25000,1475509475,0.48996184593023256,2020-07-26T20:55:48.358674
isa4J,real_world,25000,1523458922,0.48996184593023256,2020-07-26T20:56:53.596839
